Priority,Short Description
P5,"Editwhines employs both the terms ""query"" and ""search"" interchangeably to refer to the same concept.'"
P5,"Editwhines uses the terms ""query"" and ""search"" interchangeably for the same concept."
P5,"The term ""query"" and the term ""search"" are both utilized interchangeably by editwhines."
P5,"Editwhines refers to the same concept as both ""query"" and ""search""."
P5,"Editwhines employs both ""query"" and ""search"" to refer to the same concept."
P5,"Editwhines utilizes both the terms ""query"" and ""search"" interchangeably for the same concept."
P5,"editwhines employs both the term ""query"" and ""search"" interchangeably to refer to the same concept."
P5,"Editwhines uses the terms ""query"" and ""search"" interchangeably to refer to the same concept."
P5,"Editwhines utilizes the terms ""query"" and ""search"" interchangeably."
P5,"Editwhines commonly utilizes the terms ""query"" and ""search"" interchangeably."
P5,"The word ""query"" and the word ""search"" are both utilized by editwhines to refer to the same concept."
P5,"Editwhines utilizes the terms ""query"" and ""search"" interchangeably to refer to the same concept."
P5,"Editwhines alternates between using the terms ""query"" and ""search"" interchangeably."
P3,"In the showdependencytree.cgi file, closed bugs that are blocked by open bugs are still included in the count when hide_resolved=1."
P3,"When utilizing showdependencytree.cgi, unresolved issues that are preventing resolved issues from being closed are included in the overall count when the parameter hide_resolved equals 1."
P5,The phrasing used on showdependencytree.cgi is inadequate when there are no dependencies to display.
P5,The content of showdependencytree.cgi appears inadequate when there are no dependencies present.
P5,The language used in showdependencytree.cgi appears inadequate when dependencies are absent.
P5,The phrasing used in showdependencytree.cgi is less than ideal when there are absence of dependencies.
P5,"When there are no dependencies, the phrasing on showdependencytree.cgi is inadequate."
P5,The wording on the showdependencytree.cgi page becomes subpar when there are no dependencies present.
P5,The text on showdependencytree.cgi is not well written when there are no dependencies present.
P5,The wording on showdependencytree.cgi is inadequate in cases where there are no dependencies.
P5,The phrasing used on showdependencytree.cgi is ineffective in cases where there are no dependencies.
P5,The phrasing used on showdependencytree.cgi is inadequate in cases where there are no dependencies present.
P5,The phrasing used on showdependencytree.cgi is inadequate when there are no dependencies present.
P5,The wording on showdependencytree.cgi is not accurate when there are no dependencies.
P5,The phrasing used on showdependencytree.cgi is not optimal in the absence of any dependencies.
P5,The wording on showdependencytree.cgi is inadequate when there are no dependencies present.
P5,The phrasing used in showdependencytree.cgi is inadequate when there are no dependencies present.
P5,The phrasing used on showdependencytree.cgi is inadequate in cases where there are no dependencies.
P5,The phrasing used on showdependencytree.cgi is inadequate when there are no dependencies present.
P5,The wording on showdependencytree.cgi is not effective when there are no dependencies.
P5,The text displayed on the showdependencytree.cgi is inadequate when there are no dependencies.
P5,The phrasing used on showdependencytree.cgi is inadequate in cases where there are no dependencies present.
P4,Header and Footer links have significantly deteriorated from their previous state.
P4,Links in the header and footer have deteriorated significantly compared to their previous state.
P4,The quality of links in the Header and Footer has significantly deteriorated compared to its previous state.
P4,Links have become significantly inferior in terms of their usage of Header and Footer compared to how they were in the past.
P4,The quality of links in the Header and Footer sections has significantly declined compared to the past.
P4,The quality of links in Header and Footer has greatly diminished in comparison to previous times.
P4,"Aliases must strictly prohibit any non-ASCII characters (such as 遠藤, which does not match &#36960;&#34276;)."
P4,Aliases must strictly prohibit the use of non-ASCII characters (such as 遠藤 ≠ &#36960
P4,Aliases must strictly prohibit the use of non-ASCII characters (such as 遠藤 != &#36960
P4,Nicknames must strictly prohibit the use of non-ascii characters (e.g. 遠藤 should not be allowed as &#36960
P4,Aliases must strictly prohibit the use of non-ascii characters (such as 遠藤 != &#36960
P4,"""Aliases must strictly prevent the use of non-ASCII characters, such as 遠藤 which is not equivalent to &#36960;&#34276;."""
P3,Remove any extra spaces from the URL section.
P3,Remove any excess spaces from the URL section.
P4,"When the QuickSearch function is used with an unrecognized field, it causes Bugzilla to freeze."
P4,Bugzilla freezes when QuickSearch is used with an unfamiliar field.
P4,Using an unidentified field in QuickSearch causes Bugzilla to become unresponsive.
P4,Executing a QuickSearch while utilizing an unidentified field causes Bugzilla to become unresponsive.
P4,Executing a QuickSearch with an unfamiliar field results in Bugzilla becoming unresponsive.
P4,The use of an unidentified field in QuickSearch causes Bugzilla to become unresponsive.
P5,The bullet feature in the request system of bugzilla.org is excessively prominent.
P5,The request feature bullet on bugzilla.org is overly boastful.
P5,The functionality bullet of the bugzilla.org request system appears to be excessively conceited.
P5,The feature bullet on bugzilla.org's request system appears to be excessively prominent.
P5,The bullet for the feature request system on bugzilla.org is excessively prominent.
P5,The bullet point feature in the bugzilla.org request system is excessively prominent.
